league_id,league_name,season,feature_family,completed_match_count,covered_match_count,match_coverage_rate_pct,applicable_record_count,non_null_record_count,applicable_record_coverage_rate_pct,required_field_count,optional_field_count,minimum_required_field_coverage_pct,critical_anomaly_count,high_anomaly_count,readiness,reason
53,Ligue1,2020/2021,physical,380,0,0.0,68988,0,0.0,0,6,,0,0,NOT_READY,"全量 0.0% 覆盖(已用真实数据确认);成因 UNVERIFIED——疑似解析器 camelCase key 未做下划线别名,未证实为来源从不提供,本轮未修改 backend/fotmob_client.py,建议后续单独做 payload→parser 字段映射审计"
53,Ligue1,2020/2021,player_attacking_xg_xa,380,379,99.7368,42920,26402,61.5144,0,4,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 61.5% 参考,建议按字段精细过滤"
53,Ligue1,2020/2021,shot_xg,380,379,99.7368,158668,100792,63.5238,15,8,99.7078,0,0,READY,全部 15 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 99.7%)
53,Ligue1,2020/2021,standard_match,380,380,100.0,245742,210350,85.5979,18,14,85.5454,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 85.5%,处于中等区间,建议按字段/赛季过滤后使用"
53,Ligue1,2021/2022,context,380,,,25840,17480,67.6471,0,34,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 67.6% 参考,建议按字段精细过滤"
53,Ligue1,2021/2022,defensive_duel_passing,380,380,100.0,236566,203326,85.949,18,4,70.2223,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 70.2%,处于中等区间,建议按字段/赛季过滤后使用"
53,Ligue1,2021/2022,goalkeeper_advanced,380,380,100.0,9288,6973,75.0754,9,3,96.6408,0,0,READY,全部 9 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 96.6%)
53,Ligue1,2021/2022,physical,380,0,0.0,69162,0,0.0,0,6,,0,0,NOT_READY,"全量 0.0% 覆盖(已用真实数据确认);成因 UNVERIFIED——疑似解析器 camelCase key 未做下划线别名,未证实为来源从不提供,本轮未修改 backend/fotmob_client.py,建议后续单独做 payload→parser 字段映射审计"
53,Ligue1,2021/2022,player_attacking_xg_xa,380,380,100.0,43012,26680,62.0292,0,4,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 62.0% 参考,建议按字段精细过滤"
53,Ligue1,2021/2022,shot_xg,380,380,100.0,160833,103033,64.0621,15,8,98.4211,0,0,READY,全部 15 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 98.4%)
53,Ligue1,2021/2022,standard_match,380,380,100.0,246054,208991,84.937,18,14,71.7713,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 71.8%,处于中等区间,建议按字段/赛季过滤后使用"
53,Ligue1,2022/2023,context,380,,,25840,17480,67.6471,0,34,,0,2,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 67.6% 参考,建议按字段精细过滤"
53,Ligue1,2022/2023,defensive_duel_passing,380,380,100.0,236962,205088,86.5489,18,4,69.78,0,2,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 69.8%,处于中等区间,建议按字段/赛季过滤后使用"
53,Ligue1,2022/2023,goalkeeper_advanced,380,380,100.0,9240,6949,75.2056,9,3,96.6234,0,2,READY,全部 9 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 96.6%)
53,Ligue1,2022/2023,physical,380,0,0.0,69246,0,0.0,0,6,,0,2,NOT_READY,"全量 0.0% 覆盖(已用真实数据确认);成因 UNVERIFIED——疑似解析器 camelCase key 未做下划线别名,未证实为来源从不提供,本轮未修改 backend/fotmob_client.py,建议后续单独做 payload→parser 字段映射审计"
53,Ligue1,2022/2023,player_attacking_xg_xa,380,380,100.0,43084,27306,63.3785,0,4,,0,2,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 63.4% 参考,建议按字段精细过滤"
53,Ligue1,2022/2023,shot_xg,380,380,100.0,162699,105187,64.6513,15,8,96.5789,0,2,READY,全部 15 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 96.6%)
53,Ligue1,2022/2023,standard_match,380,380,100.0,245287,208696,85.0824,18,14,65.0209,0,2,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 65.0%,处于中等区间,建议按字段/赛季过滤后使用"
53,Ligue1,2023/2024,context,306,,,20808,14076,67.6471,0,34,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 67.6% 参考,建议按字段精细过滤"
53,Ligue1,2023/2024,defensive_duel_passing,306,306,100.0,193028,167060,86.547,18,4,69.0563,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 69.1%,处于中等区间,建议按字段/赛季过滤后使用"
53,Ligue1,2023/2024,goalkeeper_advanced,306,306,100.0,7416,5591,75.391,9,3,97.7346,0,0,READY,全部 9 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 97.7%)
53,Ligue1,2023/2024,physical,306,0,0.0,56352,0,0.0,0,6,,0,0,NOT_READY,"全量 0.0% 覆盖(已用真实数据确认);成因 UNVERIFIED——疑似解析器 camelCase key 未做下划线别名,未证实为来源从不提供,本轮未修改 backend/fotmob_client.py,建议后续单独做 payload→parser 字段映射审计"
53,Ligue1,2023/2024,player_attacking_xg_xa,306,306,100.0,35096,22756,64.8393,0,4,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 64.8% 参考,建议按字段精细过滤"
53,Ligue1,2023/2024,shot_xg,306,305,99.6732,133961,87470,65.2951,15,8,96.732,0,0,READY,全部 15 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 96.7%)
53,Ligue1,2023/2024,standard_match,306,306,100.0,200330,172246,85.9811,18,14,83.3538,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 83.4%,处于中等区间,建议按字段/赛季过滤后使用"
53,Ligue1,2024/2025,context,306,,,21420,14688,68.5714,0,35,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 68.6% 参考,建议按字段精细过滤"
53,Ligue1,2024/2025,defensive_duel_passing,306,306,100.0,193490,166718,86.1636,18,4,66.6629,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 66.7%,处于中等区间,建议按字段/赛季过滤后使用"
53,Ligue1,2024/2025,goalkeeper_advanced,306,306,100.0,7416,6098,82.2276,9,3,96.9256,0,0,READY,全部 9 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 96.9%)
53,Ligue1,2024/2025,physical,306,0,0.0,56478,0,0.0,0,6,,0,0,NOT_READY,"全量 0.0% 覆盖(已用真实数据确认);成因 UNVERIFIED——疑似解析器 camelCase key 未做下划线别名,未证实为来源从不提供,本轮未修改 backend/fotmob_client.py,建议后续单独做 payload→parser 字段映射审计"
53,Ligue1,2024/2025,player_attacking_xg_xa,306,306,100.0,35180,22199,63.1012,0,4,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 63.1% 参考,建议按字段精细过滤"
53,Ligue1,2024/2025,shot_xg,306,306,100.0,133104,88398,66.4127,15,8,99.3464,0,0,READY,全部 15 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 99.3%)
53,Ligue1,2024/2025,standard_match,306,306,100.0,200863,175180,87.2137,18,14,91.703,0,0,READY,全部 18 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 91.7%)
53,Ligue1,2025/2026,context,306,,,21420,14688,68.5714,0,35,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 68.6% 参考,建议按字段精细过滤"
53,Ligue1,2025/2026,defensive_duel_passing,306,306,100.0,193248,166262,86.0356,18,4,66.826,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 66.8%,处于中等区间,建议按字段/赛季过滤后使用"
53,Ligue1,2025/2026,goalkeeper_advanced,306,306,100.0,7488,6224,83.1197,9,3,96.9551,0,0,READY,全部 9 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 97.0%)
53,Ligue1,2025/2026,physical,306,0,0.0,56448,0,0.0,0,6,,0,0,NOT_READY,"全量 0.0% 覆盖(已用真实数据确认);成因 UNVERIFIED——疑似解析器 camelCase key 未做下划线别名,未证实为来源从不提供,本轮未修改 backend/fotmob_client.py,建议后续单独做 payload→parser 字段映射审计"
53,Ligue1,2025/2026,player_attacking_xg_xa,306,306,100.0,35136,22007,62.6338,0,4,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 62.6% 参考,建议按字段精细过滤"
53,Ligue1,2025/2026,shot_xg,306,306,100.0,132544,87723,66.1841,15,8,99.6732,0,0,READY,全部 15 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 99.7%)
53,Ligue1,2025/2026,standard_match,306,306,100.0,200376,179376,89.5197,18,14,91.8899,0,0,READY,全部 18 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 91.9%)
54,Bundesliga,2020/2021,context,306,,,20808,14076,67.6471,0,34,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 67.6% 参考,建议按字段精细过滤"
54,Bundesliga,2020/2021,defensive_duel_passing,306,306,100.0,190344,164858,86.6106,18,4,72.7577,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 72.8%,处于中等区间,建议按字段/赛季过滤后使用"
54,Bundesliga,2020/2021,goalkeeper_advanced,306,306,100.0,7428,5572,75.0135,9,3,96.6074,0,0,READY,全部 9 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 96.6%)
54,Bundesliga,2020/2021,physical,306,0,0.0,55626,0,0.0,0,6,,0,0,NOT_READY,"全量 0.0% 覆盖(已用真实数据确认);成因 UNVERIFIED——疑似解析器 camelCase key 未做下划线别名,未证实为来源从不提供,本轮未修改 backend/fotmob_client.py,建议后续单独做 payload→parser 字段映射审计"
54,Bundesliga,2020/2021,player_attacking_xg_xa,306,306,100.0,34608,21963,63.4622,0,4,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 63.5% 参考,建议按字段精细过滤"
54,Bundesliga,2020/2021,shot_xg,306,306,100.0,131309,85034,64.7587,15,8,99.0196,0,0,READY,全部 15 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 99.0%)
54,Bundesliga,2020/2021,standard_match,306,306,100.0,197533,168565,85.3351,18,14,91.8671,0,0,READY,全部 18 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 91.9%)
54,Bundesliga,2021/2022,context,306,,,20808,14076,67.6471,0,34,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 67.6% 参考,建议按字段精细过滤"
54,Bundesliga,2021/2022,defensive_duel_passing,306,306,100.0,193050,166845,86.4258,18,4,71.6353,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 71.6%,处于中等区间,建议按字段/赛季过滤后使用"
54,Bundesliga,2021/2022,goalkeeper_advanced,306,306,100.0,7392,5544,75.0,9,3,97.0779,0,0,READY,全部 9 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 97.1%)
54,Bundesliga,2021/2022,physical,306,0,0.0,56346,0,0.0,0,6,,0,0,NOT_READY,"全量 0.0% 覆盖(已用真实数据确认);成因 UNVERIFIED——疑似解析器 camelCase key 未做下划线别名,未证实为来源从不提供,本轮未修改 backend/fotmob_client.py,建议后续单独做 payload→parser 字段映射审计"
54,Bundesliga,2021/2022,player_attacking_xg_xa,306,306,100.0,35100,22737,64.7778,0,4,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 64.8% 参考,建议按字段精细过滤"
54,Bundesliga,2021/2022,shot_xg,306,306,100.0,134936,88746,65.769,15,8,99.686,0,0,READY,全部 15 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 99.7%)
54,Bundesliga,2021/2022,standard_match,306,306,100.0,198835,169155,85.0731,18,14,91.8113,0,0,READY,全部 18 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 91.8%)
54,Bundesliga,2022/2023,context,306,,,20808,14076,67.6471,0,34,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 67.6% 参考,建议按字段精细过滤"
54,Bundesliga,2022/2023,defensive_duel_passing,306,306,100.0,195030,168186,86.236,18,4,69.938,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 69.9%,处于中等区间,建议按字段/赛季过滤后使用"
54,Bundesliga,2022/2023,goalkeeper_advanced,306,306,100.0,7380,5565,75.4065,9,3,97.8862,0,0,READY,全部 9 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 97.9%)
54,Bundesliga,2022/2023,physical,306,0,0.0,56880,0,0.0,0,6,,0,0,NOT_READY,"全量 0.0% 覆盖(已用真实数据确认);成因 UNVERIFIED——疑似解析器 camelCase key 未做下划线别名,未证实为来源从不提供,本轮未修改 backend/fotmob_client.py,建议后续单独做 payload→parser 字段映射审计"
54,Bundesliga,2022/2023,player_attacking_xg_xa,306,306,100.0,35460,22603,63.7422,0,4,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 63.7% 参考,建议按字段精细过滤"
54,Bundesliga,2022/2023,shot_xg,306,306,100.0,134789,87545,64.9497,15,8,96.0784,0,0,READY,全部 15 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 96.1%)
54,Bundesliga,2022/2023,standard_match,306,306,100.0,201486,170222,84.4833,18,14,65.0095,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 65.0%,处于中等区间,建议按字段/赛季过滤后使用"
54,Bundesliga,2023/2024,context,306,,,20808,14076,67.6471,0,34,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 67.6% 参考,建议按字段精细过滤"
54,Bundesliga,2023/2024,defensive_duel_passing,306,306,100.0,196064,168718,86.0525,18,4,70.1526,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 70.2%,处于中等区间,建议按字段/赛季过滤后使用"
54,Bundesliga,2023/2024,goalkeeper_advanced,306,306,100.0,7368,5545,75.2579,9,3,97.8827,0,0,READY,全部 9 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 97.9%)
54,Bundesliga,2023/2024,physical,306,0,0.0,57156,0,0.0,0,6,,0,0,NOT_READY,"全量 0.0% 覆盖(已用真实数据确认);成因 UNVERIFIED——疑似解析器 camelCase key 未做下划线别名,未证实为来源从不提供,本轮未修改 backend/fotmob_client.py,建议后续单独做 payload→parser 字段映射审计"
54,Bundesliga,2023/2024,player_attacking_xg_xa,306,306,100.0,35648,23535,66.0205,0,4,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 66.0% 参考,建议按字段精细过滤"
54,Bundesliga,2023/2024,shot_xg,306,306,100.0,140507,93760,66.7298,15,8,97.3856,0,0,READY,全部 15 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 97.4%)
54,Bundesliga,2023/2024,standard_match,306,306,100.0,202325,173259,85.634,18,14,84.8914,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 84.9%,处于中等区间,建议按字段/赛季过滤后使用"
54,Bundesliga,2024/2025,context,306,,,21420,14688,68.5714,0,35,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 68.6% 参考,建议按字段精细过滤"
54,Bundesliga,2024/2025,defensive_duel_passing,306,306,100.0,195932,168260,85.8767,18,4,68.5268,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 68.5%,处于中等区间,建议按字段/赛季过滤后使用"
54,Bundesliga,2024/2025,goalkeeper_advanced,306,306,100.0,7464,6177,82.7572,9,3,97.5884,0,0,READY,全部 9 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 97.6%)
54,Bundesliga,2024/2025,physical,306,0,0.0,57168,0,0.0,0,6,,0,0,NOT_READY,"全量 0.0% 覆盖(已用真实数据确认);成因 UNVERIFIED——疑似解析器 camelCase key 未做下划线别名,未证实为来源从不提供,本轮未修改 backend/fotmob_client.py,建议后续单独做 payload→parser 字段映射审计"
54,Bundesliga,2024/2025,player_attacking_xg_xa,306,306,100.0,35624,22919,64.3358,0,4,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 64.3% 参考,建议按字段精细过滤"
54,Bundesliga,2024/2025,shot_xg,306,306,100.0,136486,91294,66.8889,15,8,99.6732,0,0,READY,全部 15 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 99.7%)
54,Bundesliga,2024/2025,standard_match,306,306,100.0,202344,174340,86.1602,18,14,91.2888,0,0,READY,全部 18 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 91.3%)
54,Bundesliga,2025/2026,context,306,,,21420,14688,68.5714,0,35,,0,0,READY_WITH_FILTERS,"该 family 无 REQUIRED 字段可下钻,以整体字段均值 68.6% 参考,建议按字段精细过滤"
54,Bundesliga,2025/2026,defensive_duel_passing,306,306,100.0,196570,169072,86.0111,18,4,67.9687,0,0,READY_WITH_FILTERS,"REQUIRED 字段最低覆盖率 68.0%,处于中等区间,建议按字段/赛季过滤后使用"
54,Bundesliga,2025/2026,goalkeeper_advanced,306,306,100.0,7440,6188,83.172,9,3,97.9032,0,0,READY,全部 9 个 REQUIRED 字段覆盖率均 >= 90.0%(最低 97.9%)
